,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574537&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574538&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574539&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574540&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574541&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574542&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574543&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574544&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574545&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574546&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574547&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574548&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574549&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574550&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574551&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574552&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574553&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574554&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574555&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574556&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574557&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574558&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574559&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574560&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574561&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574562&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574563&amp;cemetery_id=326687g
,,"Zembrzyce 477, 34-210 Zembrzyce, Poland",,https://map.billiongraves.com/transcribe/?media_id=gr574564&amp;cemetery_id=326687g
